invoice_id,branch,city,customer_type,gender,product_line,unit_price,date,time,payment,quantity,tax_5_percent,total,cogs,gross_income,gross_margin_percentage,rating
636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.56,2019-02-17,11:15,Ewallet,5,8.64,181.44,172.8,8.64,4.7619,9.9
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,2019-02-17,18:06,Cash,5,2.9525,62.0025,59.05,2.9525,4.7619,9.4
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,2019-02-17,19:41,Cash,9,44.1405,926.951,882.81,44.1405,4.7619,9.3
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,2019-02-17,11:12,Credit card,8,32.384,680.064,647.68,32.384,4.7619,7.4
131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,2019-02-17,16:27,Cash,3,13.8135,290.083,276.27,13.8135,4.7619,4.2
590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45,2019-02-17,14:40,Credit card,6,26.235,550.935,524.7,26.235,4.7619,8.8
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99,2019-02-17,16:50,Ewallet,7,23.7965,499.727,475.93,23.7965,4.7619,5.7
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,2019-02-17,19:11,Ewallet,9,20.997,440.937,419.94,20.997,4.7619,5.3
785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,2019-02-17,15:28,Ewallet,8,14.296,300.216,285.92,14.296,4.7619,4.9
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,2019-02-17,17:27,Credit card,3,4.935,103.635,98.7,4.935,4.7619,9.1
597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,90.22,2019-02-18,19:39,Cash,3,13.533,284.193,270.66,13.533,4.7619,6.2
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,2019-02-18,15:39,Cash,6,10.326,216.846,206.52,10.326,4.7619,9.8
849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,2019-02-18,13:28,Cash,7,30.919,649.299,618.38,30.919,4.7619,6.6
764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2019-02-18,14:42,Ewallet,2,1.476,30.996,29.52,1.476,4.7619,4.3
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,2019-02-18,20:29,Cash,1,3.124,65.604,62.48,3.124,4.7619,4.7
652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95,2019-02-18,11:40,Ewallet,1,3.0475,63.9975,60.95,3.0475,4.7619,5.9
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,2019-02-18,16:28,Ewallet,4,8.814,185.094,176.28,8.814,4.7619,8.4
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2019-02-19,10:12,Ewallet,2,9.848,206.808,196.96,9.848,4.7619,9.2
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,2019-02-19,15:07,Cash,9,44.397,932.337,887.94,44.397,4.7619,8.4
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,2019-02-19,19:29,Credit card,7,22.428,470.988,448.56,22.428,4.7619,7.3
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,2019-02-19,11:33,Ewallet,8,28.756,603.876,575.12,28.756,4.7619,5.5
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,2019-02-19,15:14,Ewallet,9,34.9335,733.604,698.67,34.9335,4.7619,7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,2019-02-19,16:23,Cash,4,8.248,173.208,164.96,8.248,4.7619,7.1
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,2019-02-19,19:38,Credit card,9,31.311,657.531,626.22,31.311,4.7619,7.8
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8,2019-02-19,19:24,Cash,8,8.72,183.12,174.4,8.72,4.7619,8.3
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,2019-02-19,14:53,Credit card,5,12.6975,266.647,253.95,12.6975,4.7619,5.3
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,2019-02-20,18:01,Cash,5,16.67,350.07,333.4,16.67,4.7619,7.6
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,2019-02-20,18:43,Cash,4,12.06,253.26,241.2,12.06,4.7619,5.8
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,2019-02-20,13:24,Ewallet,1,4.3135,90.5835,86.27,4.3135,4.7619,7.0
782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29,2019-02-20,15:55,Credit card,5,23.0725,484.522,461.45,23.0725,4.7619,9.0
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2019-02-20,15:29,Ewallet,2,3.769,79.149,75.38,3.769,4.7619,9.5
311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,2019-02-20,15:18,Credit card,10,15.995,335.895,319.9,15.995,4.7619,9.9
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,2019-02-20,13:06,Ewallet,3,8.661,181.881,173.22,8.661,4.7619,7.7
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,2019-02-20,16:49,Credit card,10,16.16,339.36,323.2,16.16,4.7619,10.0
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,2019-02-20,15:24,Credit card,10,19.95,418.95,399.0,19.95,4.7619,5.9
692-92-5582,B,Mandalay,Member,Female,Food and beverages,54.84,2019-02-20,13:27,Credit card,3,8.226,172.746,164.52,8.226,4.7619,5.9
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,2019-02-21,12:38,Cash,1,0.627,13.167,12.54,0.627,4.7619,8.2
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,2019-02-21,10:26,Cash,5,20.915,439.215,418.3,20.915,4.7619,7.2
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2019-02-21,11:39,Cash,2,9.88,207.48,197.6,9.88,4.7619,7.7
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,2019-02-21,18:31,Cash,4,14.764,310.044,295.28,14.764,4.7619,6.7
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,2019-02-21,16:55,Cash,3,14.196,298.116,283.92,14.196,4.7619,5.5
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,2019-02-21,12:40,Ewallet,3,5.9865,125.716,119.73,5.9865,4.7619,9.3
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,2019-02-22,18:17,Ewallet,7,33.4215,701.852,668.43,33.4215,4.7619,8.7
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,2019-02-22,10:43,Ewallet,5,9.9375,208.688,198.75,9.9375,4.7619,9.6
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,2019-02-22,11:26,Ewallet,3,10.3455,217.255,206.91,10.3455,4.7619,8.7
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,2019-02-22,10:49,Cash,9,24.4395,513.229,488.79,24.4395,4.7619,8.9
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,2019-02-22,18:19,Credit card,1,2.372,49.812,47.44,2.372,4.7619,6.8
807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,2019-02-22,12:30,Ewallet,10,8.71,182.91,174.2,8.71,4.7619,7.0
488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41,2019-02-22,10:36,Credit card,1,1.5205,31.9305,30.41,1.5205,4.7619,8.4
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,2019-02-22,18:35,Ewallet,10,8.745,183.645,174.9,8.745,4.7619,6.6
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,2019-02-22,15:33,Cash,1,3.291,69.111,65.82,3.291,4.7619,4.1
864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,2019-02-22,15:15,Cash,10,12.245,257.145,244.9,12.245,4.7619,8.1
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2019-02-22,12:10,Credit card,2,1.273,26.733,25.46,1.273,4.7619,5.2
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,2019-02-23,12:29,Cash,8,5.984,125.664,119.68,5.984,4.7619,8.6
787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.36,2019-02-23,18:45,Credit card,4,16.072,337.512,321.44,16.072,4.7619,8.3
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,2019-02-23,20:43,Ewallet,4,3.594,75.474,71.88,3.594,4.7619,6.4
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,2019-02-23,16:52,Credit card,1,1.7945,37.6845,35.89,1.7945,4.7619,7.9
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,2019-02-23,20:00,Ewallet,3,14.8185,311.189,296.37,14.8185,4.7619,6.4
831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,2019-02-23,11:12,Cash,9,34.0155,714.326,680.31,34.0155,4.7619,8.0
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,2019-02-23,18:30,Cash,4,14.694,308.574,293.88,14.694,4.7619,6.0
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,2019-02-23,19:49,Credit card,7,20.4365,429.167,408.73,20.4365,4.7619,8.2
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,2019-02-24,13:02,Cash,6,17.385,365.085,347.7,17.385,4.7619,5.2
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,2019-02-24,18:06,Credit card,10,20.13,422.73,402.6,20.13,4.7619,5.0
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,2019-02-24,13:08,Ewallet,5,2.54,53.34,50.8,2.54,4.7619,4.1
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2019-02-24,19:57,Cash,2,8.377,175.917,167.54,8.377,4.7619,4.6
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,2019-02-24,16:44,Cash,10,12.37,259.77,247.4,12.37,4.7619,7.1
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2019-02-24,10:10,Credit card,2,4.768,100.128,95.36,4.768,4.7619,4.1
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,2019-02-24,14:26,Ewallet,8,10.572,222.012,211.44,10.572,4.7619,8.9
315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,73.56,2019-02-24,11:38,Ewallet,10,36.78,772.38,735.6,36.78,4.7619,8.0
803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,2019-02-24,10:55,Ewallet,6,16.719,351.099,334.38,16.719,4.7619,7.0
300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.04,2019-02-25,11:24,Ewallet,5,21.51,451.71,430.2,21.51,4.7619,4.8
871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.13,2019-02-25,19:39,Credit card,5,23.5325,494.182,470.65,23.5325,4.7619,4.8
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,2019-02-25,18:45,Cash,3,14.94,313.74,298.8,14.94,4.7619,5.8
574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,2019-02-25,13:22,Ewallet,4,12.57,263.97,251.4,12.57,4.7619,8.7
608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,2019-02-25,20:19,Cash,1,1.9875,41.7375,39.75,1.9875,4.7619,6.1
355-53-5943,A,Yangon,Member,Female,Electronic accessories,68.84,2019-02-25,14:36,Ewallet,6,20.652,433.692,413.04,20.652,4.7619,5.8
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,2019-02-25,16:03,Ewallet,5,22.8525,479.902,457.05,22.8525,4.7619,7.1
275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,2019-02-25,16:21,Cash,1,3.1845,66.8745,63.69,3.1845,4.7619,6.0
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,2019-02-25,17:16,Credit card,4,14.61,306.81,292.2,14.61,4.7619,4.9
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,2019-02-25,17:16,Credit card,5,20.51,430.71,410.2,20.51,4.7619,7.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,2019-02-25,20:35,Credit card,3,9.777,205.317,195.54,9.777,4.7619,6.3
866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,2019-02-25,11:58,Ewallet,10,26.395,554.295,527.9,26.395,4.7619,10.0
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,2019-02-25,16:36,Credit card,1,4.4225,92.8725,88.45,4.4225,4.7619,9.5
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,2019-02-25,14:12,Ewallet,8,17.028,357.588,340.56,17.028,4.7619,5.6
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,2019-02-25,15:31,Cash,1,2.4305,51.0405,48.61,2.4305,4.7619,4.4
636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,2019-02-25,18:37,Cash,4,12.514,262.794,250.28,12.514,4.7619,9.5
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,2019-02-26,19:24,Ewallet,1,2.7225,57.1725,54.45,2.7225,4.7619,7.9
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,2019-02-26,16:52,Ewallet,6,29.913,628.173,598.26,29.913,4.7619,7.9
702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2019-02-26,12:28,Credit card,2,4.661,97.881,93.22,4.661,4.7619,6.6
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,2019-02-26,10:52,Cash,6,27.21,571.41,544.2,27.21,4.7619,5.3
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2019-02-26,11:48,Ewallet,2,9.989,209.769,199.78,9.989,4.7619,7.1
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,2019-02-26,20:26,Cash,9,10.3185,216.689,206.37,10.3185,4.7619,5.5
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,2019-02-26,17:46,Credit card,1,2.7725,58.2225,55.45,2.7725,4.7619,4.9
707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,2019-02-26,11:58,Ewallet,4,19.108,401.268,382.16,19.108,4.7619,4.5
518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,2019-02-26,15:10,Ewallet,6,7.98,167.58,159.6,7.98,4.7619,4.9
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,2019-02-27,17:27,Cash,5,16.8175,353.168,336.35,16.8175,4.7619,6.9
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2019-02-27,12:22,Ewallet,2,2.148,45.108,42.96,2.148,4.7619,6.6
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,2019-02-27,11:06,Credit card,10,6.75,141.75,135.0,6.75,4.7619,4.8
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,2019-02-27,10:23,Credit card,1,4.9845,104.674,99.69,4.9845,4.7619,8.0
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,2019-02-27,16:10,Ewallet,9,35.0685,736.438,701.37,35.0685,4.7619,7.6
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,2019-02-27,15:12,Cash,8,37.788,793.548,755.76,37.788,4.7619,9.1
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,2019-02-27,17:55,Cash,6,23.097,485.037,461.94,23.097,4.7619,6.1
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,2019-02-27,18:57,Credit card,10,9.885,207.585,197.7,9.885,4.7619,5.0
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,2019-02-27,17:36,Ewallet,3,7.863,165.123,157.26,7.863,4.7619,7.5
243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,2019-02-27,11:40,Ewallet,10,37.22,781.62,744.4,37.22,4.7619,5.1
263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,2019-02-27,12:52,Credit card,7,32.41,680.61,648.2,32.41,4.7619,9.3
370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69,2019-02-27,17:24,Credit card,9,25.5105,535.721,510.21,25.5105,4.7619,8.4
250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,2019-02-27,18:24,Ewallet,10,9.425,197.925,188.5,9.425,4.7619,5.6
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,2019-02-27,19:01,Credit card,7,30.0545,631.144,601.09,30.0545,4.7619,8.0
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,2019-02-28,14:42,Cash,10,20.545,431.445,410.9,20.545,4.7619,7.3
399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,2019-02-28,19:01,Cash,8,34.392,722.232,687.84,34.392,4.7619,8.2
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,2019-02-28,20:18,Cash,6,24.186,507.906,483.72,24.186,4.7619,9.1
635-28-5728,A,Yangon,Normal,Male,Health and beauty,56.0,2019-02-28,19:33,Ewallet,3,8.4,176.4,168.0,8.4,4.7619,4.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2019-02-28,18:37,Credit card,2,9.32,195.72,186.4,9.32,4.7619,6.0
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,2019-02-28,17:38,Cash,1,3.015,63.315,60.3,3.015,4.7619,6.0
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2019-03-01,18:14,Ewallet,2,3.473,72.933,69.46,3.473,4.7619,9.7
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,2019-03-01,11:30,Credit card,3,2.223,46.683,44.46,2.223,4.7619,8.7
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,2019-03-01,10:22,Credit card,10,22.74,477.54,454.8,22.74,4.7619,4.8
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2019-03-01,12:15,Ewallet,2,6.951,145.971,139.02,6.951,4.7619,8.1
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,2019-03-01,15:40,Ewallet,3,4.125,86.625,82.5,4.125,4.7619,6.5
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,2019-03-01,19:49,Ewallet,7,28.4585,597.628,569.17,28.4585,4.7619,6.3
238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,2019-03-01,20:03,Ewallet,1,2.686,56.406,53.72,2.686,4.7619,6.4
247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,2019-03-01,16:23,Credit card,4,4.464,93.744,89.28,4.464,4.7619,4.4
189-98-2939,C,Naypyitaw,Normal,Male,Fashion accessories,78.55,2019-03-01,13:22,Cash,9,35.3475,742.297,706.95,35.3475,4.7619,7.2
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,2019-03-01,15:32,Ewallet,4,14.978,314.538,299.56,14.978,4.7619,4.2
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,2019-03-02,19:26,Cash,5,3.305,69.405,66.1,3.305,4.7619,4.3
860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2019-03-02,16:16,Credit card,2,3.947,82.887,78.94,3.947,4.7619,5.0
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,2019-03-02,16:42,Ewallet,7,25.893,543.753,517.86,25.893,4.7619,4.1
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,2019-03-02,17:16,Ewallet,10,48.69,1022.49,973.8,48.69,4.7619,4.4
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,2019-03-02,14:16,Cash,9,12.15,255.15,243.0,12.15,4.7619,4.8
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2019-03-02,19:44,Credit card,2,1.439,30.219,28.78,1.439,4.7619,7.2
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,2019-03-02,12:40,Cash,9,39.7755,835.286,795.51,39.7755,4.7619,6.3
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,2019-03-02,13:10,Ewallet,3,11.0115,231.242,220.23,11.0115,4.7619,4.0
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,2019-03-02,11:22,Credit card,10,27.275,572.775,545.5,27.275,4.7619,7.1
720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,2019-03-02,18:14,Ewallet,4,13.304,279.384,266.08,13.304,4.7619,6.9
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2019-03-02,19:26,Ewallet,2,2.531,53.151,50.62,2.531,4.7619,7.2
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,2019-03-02,19:42,Credit card,9,44.8785,942.448,897.57,44.8785,4.7619,6.5
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2019-03-02,18:18,Credit card,2,3.827,80.367,76.54,3.827,4.7619,5.8
549-59-1358,A,Yangon,Member,Male,Sports and travel,88.63,2019-03-02,17:36,Ewallet,3,13.2945,279.185,265.89,13.2945,4.7619,6.0
225-98-1496,C,Naypyitaw,Normal,Female,Fashion accessories,27.02,2019-03-02,13:01,Credit card,3,4.053,85.113,81.06,4.053,4.7619,7.1
636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,2019-03-02,12:36,Ewallet,3,3.939,82.719,78.78,3.939,4.7619,6.3
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,2019-03-02,16:35,Credit card,5,23.1225,485.573,462.45,23.1225,4.7619,8.6
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6,2019-03-02,13:50,Cash,7,29.96,629.16,599.2,29.96,4.7619,5.3
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,2019-03-03,19:30,Ewallet,8,12.08,253.68,241.6,12.08,4.7619,5.1
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,2019-03-03,13:42,Cash,5,12.98,272.58,259.6,12.98,4.7619,7.5
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,2019-03-03,20:31,Credit card,7,10.1325,212.783,202.65,10.1325,4.7619,6.0
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,2019-03-03,20:06,Credit card,1,2.3205,48.7305,46.41,2.3205,4.7619,4.0
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,2019-03-03,19:17,Cash,8,8.34,175.14,166.8,8.34,4.7619,6.3
861-77-0145,C,Naypyitaw,Member,Male,Electronic accessories,81.97,2019-03-03,14:30,Cash,10,40.985,860.685,819.7,40.985,4.7619,9.2
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,2019-03-03,15:09,Ewallet,1,1.25,26.25,25.0,1.25,4.7619,5.5
777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,30.12,2019-03-03,13:01,Cash,8,12.048,253.008,240.96,12.048,4.7619,7.7
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,2019-03-03,12:25,Credit card,10,36.525,767.025,730.5,36.525,4.7619,8.7
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,2019-03-03,17:36,Cash,8,17.604,369.684,352.08,17.604,4.7619,8.8
631-41-3108,A,Yangon,Normal,Male,Home and lifestyle,46.33,2019-03-03,13:23,Credit card,7,16.2155,340.526,324.31,16.2155,4.7619,7.4
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,2019-03-03,19:00,Ewallet,8,37.796,793.716,755.92,37.796,4.7619,7.5
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,2019-03-03,17:01,Credit card,8,8.868,186.228,177.36,8.868,4.7619,9.6
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,2019-03-03,10:54,Credit card,6,13.959,293.139,279.18,13.959,4.7619,4.3
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,2019-03-04,15:27,Ewallet,9,14.985,314.685,299.7,14.985,4.7619,7.2
228-96-1411,C,Naypyitaw,Member,Female,Food and beverages,98.7,2019-03-04,20:39,Cash,8,39.48,829.08,789.6,39.48,4.7619,7.6
221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,2019-03-04,10:39,Cash,4,14.932,313.572,298.64,14.932,4.7619,8.5
759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,2019-03-04,11:27,Cash,9,22.032,462.672,440.64,22.032,4.7619,8.0
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,2019-03-04,10:05,Cash,3,10.3065,216.436,206.13,10.3065,4.7619,8.7
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,2019-03-04,11:19,Credit card,7,4.319,90.699,86.38,4.319,4.7619,6.7
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,2019-03-04,16:28,Cash,9,8.658,181.818,173.16,8.658,4.7619,8.0
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,2019-03-04,12:44,Cash,10,24.315,510.615,486.3,24.315,4.7619,8.8
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,2019-03-04,12:23,Cash,5,3.655,76.755,73.1,3.655,4.7619,4.4
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,2019-03-04,19:48,Ewallet,4,11.306,237.426,226.12,11.306,4.7619,5.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,2019-03-04,15:02,Ewallet,6,29.949,628.929,598.98,29.949,4.7619,8.5
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,2019-03-04,15:44,Cash,1,1.512,31.752,30.24,1.512,4.7619,8.4
829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,78.31,2019-03-05,16:24,Ewallet,10,39.155,822.255,783.1,39.155,4.7619,6.6
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,2019-03-05,16:38,Ewallet,3,11.7465,246.676,234.93,11.7465,4.7619,5.4
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,2019-03-05,20:24,Ewallet,8,10.128,212.688,202.56,10.128,4.7619,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,2019-03-05,13:44,Credit card,10,6.06,127.26,121.2,6.06,4.7619,8.4
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,2019-03-05,19:40,Ewallet,8,38.184,801.864,763.68,38.184,4.7619,4.7
510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,2019-03-05,18:17,Ewallet,3,7.278,152.838,145.56,7.278,4.7619,4.0
730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,83.06,2019-03-05,14:31,Ewallet,7,29.071,610.491,581.42,29.071,4.7619,4.0
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,2019-03-05,19:46,Ewallet,3,2.712,56.952,54.24,2.712,4.7619,8.0
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,2019-03-05,17:07,Credit card,5,11.055,232.155,221.1,11.055,4.7619,8.6
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,2019-03-05,19:06,Ewallet,7,19.5895,411.379,391.79,19.5895,4.7619,8.9
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2019-03-05,17:43,Cash,2,8.191,172.011,163.82,8.191,4.7619,7.8
