invoice_id,quantity,tax_5_percent,total,date,time,payment
267-62-7380,10,41.17,864.57,2019-03-29,2023-02-22 19:12:00,Ewallet
829-34-3910,10,35.69,749.49,2019-03-29,2023-02-22 19:21:00,Cash
727-75-6477,4,5.768,121.128,2019-03-29,2023-02-22 14:44:00,Cash
425-85-2085,5,13.715,288.015,2019-03-29,2023-02-22 16:48:00,Ewallet
766-85-7061,10,43.935,922.635,2019-03-29,2023-02-22 10:25:00,Ewallet
286-01-5402,7,14.0805,295.6905,2019-03-30,2023-02-22 13:22:00,Cash
131-15-8856,8,29.008,609.168,2019-03-30,2023-02-22 19:26:00,Credit card
642-61-4706,2,9.34,196.14,2019-03-30,2023-02-22 16:34:00,Cash
731-59-7531,8,29.028,609.588,2019-03-30,2023-02-22 17:58:00,Cash
778-89-7974,6,21.063,442.323,2019-03-30,2023-02-22 14:58:00,Cash
291-55-6563,6,10.326,216.846,2019-03-30,2023-02-22 12:45:00,Ewallet
743-04-1105,9,43.749,918.729,2019-03-30,2023-02-22 14:43:00,Ewallet
115-38-7388,8,4.072,85.512,2019-03-30,2023-02-22 12:51:00,Credit card
364-34-2972,3,14.523,304.983,2019-03-30,2023-02-22 20:37:00,Cash
361-85-2571,5,22.37,469.77,2019-03-30,2023-02-22 10:18:00,Cash
676-39-6028,5,16.11,338.31,2019-03-30,2023-02-22 17:04:00,Cash
